1.616664, -1.785756
0.068020, 0.793552
-1.178553, -1.100352
-0.162226, 1.807453
0.108403, 0.522070
-1.630345, -1.358713
-0.430894, 1.030373
-1.929986, -0.192922
1.643845, 1.542925
-0.064839, -0.903822
0.722432, -0.479455
-0.480445, 0.726438
1.874566, -0.078378
-0.934378, -0.857425
-1.497658, 1.585696
1.369726, -1.880993
-1.683708, -0.045901
1.428911, -0.862260
0.853747, -0.733315
-0.538455, -0.521498
1.788756, 0.347552
0.636141, -0.125786
-0.622075, 0.706155
1.681293, -0.461878
0.765432, 0.132806
0.634300, -0.512135
-1.830297, -1.329792
-1.269345, -1.955730
0.591830, -0.203722
-0.296803, 1.094173
-0.101674, -0.410724
1.729532, 0.214618
1.543375, 1.158443
1.868710, 0.913474
-1.058519, -0.153393
-1.608024, -1.269763
-1.805841, 1.028117
1.120803, 0.088437
0.250625, 0.802096
1.626559, -0.983943
-0.548745, 0.260860
0.503922, -0.379042
0.931068, 1.750930
0.181580, -0.477102
-0.452792, -1.598870
-0.866577, 1.961886
-0.009594, -0.620693
0.176504, 0.050133
-1.462249, 0.561567
-0.520041, -0.520768
-1.075474, 0.388287
0.725821, -0.881314
-0.067244, -0.153376
1.207123, -1.816619
-0.834927, 1.350034
-0.284209, 1.132680
-0.389106, -1.263935
-1.246362, -0.941686
-1.513005, 1.451571
1.097565, 0.550555
1.852701, -1.769012
0.512441, 0.359459
-0.389704, -0.794702
-1.074056, 0.664399
1.766865, 0.405903
-1.340017, -1.308609
-1.205810, 1.902156
0.326429, 0.726946
0.265132, -0.466448
1.426680, 1.430205
-0.600061, -0.857529
1.079237, 1.010833
-0.121464, 1.832876
-1.930852, 0.365532
1.800799, 1.166713
-1.083913, 1.653500
1.914053, 1.944881
0.529311, 0.040701
-0.849821, 1.455255
-0.778548, -1.082956
0.377510, -0.118565
0.124787, 1.171700
-0.216409, -1.548783
0.414998, -1.951276
0.501121, -0.158322
1.995281, 1.901060
1.500501, 1.074519
1.428246, -0.620962
1.423747, 1.497394
-1.739078, 1.224546
1.180459, -0.306639
1.394398, 1.610864
-0.361758, 0.440061
-0.348434, 0.788421
0.411668, 1.389370
-1.778183, -1.210822
-0.729194, 0.346605
-1.522770, 1.570749
1.314174, 0.892228
-1.864175, -0.184705